Subject,Character,Text
SID000804,LylaGarrity,"so I think Lyla Garrity would like to think of herself has probably the southern belle of the town kind of little miss perfect but in my opinion I think she's confused out of all the characters she's so driven to be perfect and have his perfect life that she creates an image of reality that isn't actually true and so for example she tries...when her boyfriend, Jason Street was paralyzed
 she had this goal that he was going to come back and have a complete recovery and plan their perfect life and that's just not going to happen I think she's kind of the classic case of someone who has had such a sheltered life and upbringing that she can't really understand that not everything will happen according to plan and it's hard for her to adjust when something goes terribly wrong or someone reacts in a way that she hasn't already planned for
 I think this really comes across when she has her fight with Jason and then ends up hooking up with Tim Riggins which is Jason's best friend it's... she doesn't really understand what she's feeling in that moment and I think in turn, similar to Tyra wants to feel a sense of validation and security and doesn't want this
 tumultuous life that her friends are experiencing and I think in that way she tries to be there for people she tries to be really supportive but she just can't... she doesn't that capacity, she hasn't felt that capacity I think a lot of that stems from her dad who seems to be really strict and kind of vindictive in a way but he definitely would like to think that she's perfect"
SID000804,MattSaracen,"I would call Matt saracen the intimidated family man so he runs his house because his dad is in Iraq he lives with his grandma and has to take care of her and her Dementia in a way that most kids haven't really ever had to do and I think that gives him kind of this sense of responsibility and maturity that a lot of the other kids just lack
 I don't think he ever expected to be on the starting line or at least definitely didn't expect it this season when Jason is going to take it over  so I think he's thrown into that role rather than kind of being over self-confident like I think so when like smash Williams would be he is intimidated and doesn't want these people who I assume are older than him...the players who I think...the main players I think are older than him to 
 Q really be disappointed in him and so puts this kind of pressure that prevents him from being the team as effectively as he could his biggest struggle in the show is number one his family but also kind of feeling confident in his abilities and being able to move forward that guy that is used to success  he's the new quarterback 
 and with that beccomes... a lot of resp... lot of responsibilities that he has to balance with everything else that is going on in his life. I think he is kind of the cute innocent guy who has a crush on this girl and doesn't know what to do and now is kind of has to be the man of the team... yeah"
SID000804,SmashWilliams,"Smash is definitely the most head strong character in the show Smash is the first one to tell you that he's awesome and he's a star and that he's gonna do the best for his team that he can. I think he cares a lot about the team and a lot about the sport but he cares about himself and his image. He kind of remains uninvolved in the whole crowd whole paralysis issue. It seems like it happened kind of 
 outside of his life perspective and the only way it really impacts him is that it's the same team and probably Jason on his team was going to help his career be better and help him look better it seems like his family has a pretty religious background and I think his mom especially is 
 willing to scold him but I think they're just so proud of him as a football player and where he's come that they're willing to just kind of keep building up his ego until his...this fake monster where he's always talking about himself in the cafes etc. and I think he's scared that the team won't do as 
 well with Saracen and needs to have have that proven to him rather than believe it or do anything himself to make the team better. He'll make himself better but I really don't think he looks out for the rest of the team and the rest of the people. So for example when he sleeps with Tyra I don't even think he understands what Tim's going through or tries to understand that at all."
SID000804,TamiTaylor,"so Tami Taylor is I think the most caring and emotionally intelligent of all the characters she's a mother she's an advisor in the school she seems to have this outsider perspective and role where she's obviously deeply ingrained within the community being the Coach's wife and working in the school she understands kind of what the students are going through but she has this perspective that
 football isn't everything and that these kids are facing a lot more in their life then what's happening on Friday night and I think that makes her extremely intelligent and she's willing to put in the effort so for example she wants to help her husband with his career but she also has her own goals and isn't willing to completely sacrifice what she wants to do in life and how the way that she can have an impact to 
 just kind of be this secondary character in the supporting role I like she wants to make sure that football isn't dominating everyone else's existence in the town and that she kind of looks at what people are experiencing back home and gives... is able to kind of help guide them so that when football season eventually ends and they all
 graduate they have this positive tract  moving forward. I think she gets stressed because she has a lot of pressure being the wife of the town but she seems to always be able to take a deep breath and come back and approach the problems with a clear head that demonstrates that  good mother and advisor"
SID000804,TimRiggins,"so Tim Riggins I think is actually a really genuine person but has been delt a really tough hand in life and he responds to all the hardships in his life by making himself an outsider and outcasting himself and would rather just shut away his problems than deal with them so for example throughout the series he's usually drunk or if is drinking or is sitting on the couch somewhere away from everyone else 
 and he tends to isolate himself especially when something bad happens so when Jason has his accident it's clear that he thinks that he had something to do with it even though he was clearly too far away to actually save him I think he was like 30 yards away or something and...but because he feels just so personally responsible that his friends who he really cared deeply about is injured he will not go see him and will not
 really mentally figure out how to move forward  because he's stuck in this rut of guilt etc and I think it's clear that he's dealing with stuff when he ends up hooking up with Lyla and shuts Tyra out of his life Tyra was his old girlfriend who then went to Smash 
 I think because he has so much in his life he's trying to figure out he makes bad decisions because it's easier to make a quick decision on a whim than really think through what the consequences of his actions will be and that makes him an extremely complex character and I'm sure someone that will develop more throughout the series"
SID000804,TyraCollette,"Tyra is I think very driven but I think a little bit misguided she is a little immature but...but I like to think that she probably thinks she's mature it seems like she doesn't have very strong parental roles in her life if I had to guess she probably either lives alone or with a sibling and does kind of what she wants. She cares deeply about the people
 in her life so for example she was dating one of the football players Tim Riggins and she cared a lot about him seeing Jason Street about... and about how he was doing what was also endorsing his bad decisions and wanted to I think was also concerned about just like feeling validated herself which didn't lead to the most healthy relationship and then she eventually got 
 angry at him and they broke up and then in retaliation she slept with Smash I think for... in turn for some validation that she probably didn't experience when she was younger if I had to guess. Throughout the show we haven't really seen Tyra's parents at all and we don't really know what her background is we just know that she's very head strong she has a clear direction of what she wants to do and what she's going to do and she'll carry that out 
 without really caring that much about what people think of her and the perceptions of people in her life surrounding her including the adults and the administrators at the school she is definitely very well known and I think that in part because she's so outspoken so that's Tyra"
SID000435,BuddyGarrity,"yeah buddy Garrity he is I think a former football player on the Dillon team who has grown up to become a car salesman in town and I think he's probably the most prominent business man in town he's totally a snake oil salesman he seems to be a real Wheeler Dealer  kind of smoozing everyone throwing big extravagent parties but you can tell he feels like he has ownership of a...of the Dillon team in the way that he kind of contradicts
 coach Taylor all the time and gets up in his business and wants to know what his every decision is going to be. He's definitely not shy about making his opinion. So he's Lyla Garrity is Dad and I think really the most redeeming thing about his character because he's kind of oily and greasy and not very straight up as a character is that he really seems to respect his daughter's you know judgment 
 and we see that in one of the last episodes that I saw where his mother or Lyla's mother is very concerned that she's not paying attention to school that she's obsessed with you know her future with Jason that she's not being realistic and Buddy Garrity kind of blows her off which could be that he just doesn't want to...doesn't want to get involved in you know his daughter's life and his wife's issues with his daughter but I kind of got the sense that he ya know trusted her judgment and thinks she has a good head on her shoulders 
 in the last couple of episodes he's been really preoccupied with bringing this kid I think his name is Vodoo or his nickname is Vodoo from Katrina and he's... I'm sorry from New Orleans where he's been kind of displaced by Katrina and he's this incredible quarterback and he wants to bring him in onto the Dillon team to kind of bring him a bringer  and bring them to state championships and he'll do anything to make that happen"
SID000435,CoachTaylor,"okay so the picture was of Coach Taylor and the story kind of centers around him so when the first episode starts off coach Taylor is the new high school football coach at Dillon high school in Dillon Texas and he thinks he's starting off with a really strong season because the kid that he's coached since he's waited  football Jason Street is a very strong quarterback and he thinks he can lead the whole team to the States this year 
 but in the very first episode Jason is in an accident in a football game that leaves him paralyzed so Coach Taylor is kind of put in the position where he has to bring up this other kid the second starting quarterback QB 2 Matt saracen or kind of throw in the towel and say you know okay this...this team isn't going to States this year and he's got a lot of pressure on him from the community which is all about football it kind of only exists for football 
 in the meantime while he's contending or trying to bring this team to like a championship level against all the odds  and he's got the town breathing down his neck he's kind of contending with things at home where he's got a wife Tami who just accepted a position as the guidance counselor at Dillon high and his daughter Julie whose also at Dillon high I think she's a sophomore she's fifteen 
 and he kind of has... doesn't have enough time for them and that puts a lot of pressure on the family you know he doesn't...doesn't disrespect his wife but he doesn't seem to give her enough credit for how hard she works and how hard she works just being the wife of the head coach so a lot of the show is about Coach Taylor kind of carving out time to go to his daughter's recital to be home with his wife"
SID000435,JasonStreet,"yeah so Jason street is when the show starts he's the starting quarterback at Dillon High on the football squad and football team and he is this sort of all American football player he's this cute blonde boy who lives in the Heart of Texas who has you know the most beautiful girl in school Lyla Garrity is his girlfriend and the whole time you know is just in love with him. They've got his name on all these signs across town that lead up to 
 the first football game and you know you get the impression that he's a good person throughout the show and that you know despite you know all the power that he has within the team and within Dillon itself that he's kind of got the best interest of the... the town and the team in mind  and so he's... like I said he's the starting quarterback until the very first game of the season which is in episode 1 and he's making a rush towards the...
 the other team's end zone and he runs into one of the other players really hard and goes down on the field and everything goes still and then the EMTs go out and they kind of pull him off the field on a... on a board and you know he's out of the game at that point and you go on to learn that he's broken his spine and he's never going to get use of his legs again in fact for a while they weren't sure whether he was completely paralyzed or not  
 So where the show is where I left off he's just regaining use of his hands and he's been moved from the hospital to a rehab facility where he's kind of contending with his own depression and dealing with the ideas of who he's going to be if he can't be this perfect American football version of himself and what he's going to do without the use of his legs so he's just kind of dealing...(cutoff)"
SID000435,JulieTaylor,"right so that is Julie Taylor She's the daughter of Coach Taylor and his wife Tami she's 15 years old and I think she's a sophomore at Dillon High School she's not a super well-developed character yet but that could just be because it's early in the show and so what's interesting about Julie is that she seems kind of level-headed and you know I think wise for her age she doesn't especially compared with some of the other female characters her age on the show
 she doesn't seem super brash or like she's going to go do something stupid without thinking about it you know I think she's got a lot of responsibility put on her being the daughter of this kind of like I guess Civic leader you know with football being what it is in the Dillon community. That said, I think she respects her dad's job but she like her mom is definitely not completely in love with football so she seems more 
 focused on her own thing which is dancing and in fact one of the last episodes featured one of her recitals which her dad was able to make and he brought with him Matt Saracen who is the second starting quarterback on the team and is a little in love with Julie though I don't think that she's returning it quite yet I don't think she's really very enamored of him  she's...
 she's very young looking but again I think I think the thing that stands out most about her is she seems to have a good sense of her place within her family and within her school and she seems not shy about speaking her mind and like one of the things I like about her is that she seems very much like in cohoots with her mom to kind of keep her dad's head on straight and not let the football get to him... get to his head"
SID000435,LandryClarke,"yeah so that that character is named Landry Landry Clarke and he is Matt Saracen's best friend and he's not a member of the football Community in Dillon and you kind of get the sense that he's like a little bit like a stray dog he's just kind of there he keeps Matt company helps him out while he's practicing alone but he's not in anyway involved in the football that said he wants Matt to take advantage of his power as the new QB 1 to help 
 them win girls I think he's a little obsessed with the ladies and you know really not that unusual for a high schooler especially a high school boy I don't really know much about his background haven't...haven't been introduced to his family or you know what kind of student he is so he's really just kind of a supporting character I guess to help show who Matt is outside of the football community so I don't know maybe he'll get a bigger role as the show goes on. I can't really say too much about him. I guess I...I think I know more about that actor than I do about that character. He's been on a couple of other really good things like the Furgo TV Show and Black Mirror
 I guess yeah he's kind of like a comic foil to Matt who's really solemn and kind of a more serious character he helps bring a little comedy to the show and is just like kind of shows that
 there are other students at the high school other than football players and they kind of live in this second tier underneath the football players and the cheerleaders and the rally girls and yeah he's he's...you know kind of just there for now"
SID000435,LylaGarrity,"so that is Lyla Garrity and if Jason street is All American Mr. Football she is All American Miss cheerleader she is on the cheerleading squad at Dillon High and spends 90% of the show in her cheerleading uniform so you know it she starts off the show as Jason's girlfriend and I think she's a little young for her age in the sense that she is very naive she really kind of believes in this fantasy that she has 
 that she's going to marry the quarterback football player and live happily ever after and never have anything bad happen to her and so even after Jason is injured she's pretty steadfast about visiting him at the hospital everyday and even spends her own birthday with him and goes to see him at the rehab facility too but I think that her naivety is kind of like kind of also selfish 
 she doesn't really pay much attention to what he's asking her for and what he wants and in fact she kind of has him trapped because he can't move and he can't really break up with her and he can't get her to kind of back off and stop selling this story that you know everything's going to get better and that they're going to be together forever what he's kind of trying to face the tragedy that just happened to him what his life is going to be now and she's still hanging on to this fantasy she's a really sweet girl she seems very
 religious and very you know very cheerful and straightforward. Towards the end of the episode that I saw that she kind of stepped outside of that like good girl persona and hooked up with Tim Riggins who is Jason Street's best friend and I think she's going to be pretty conflicted about that and how she reconciles that with this image she has of herself"
SID000435,MattSaracen,"okay so that character is Matt saracen who I think alongside Coach Taylor is one of the main characters of the show and he starts off the first episode as QB2 he's kind of benched a lot not really a big presence on the team and not obviosuly has talented as Jason Street is and then obviously Jason has his injury Matt has to step up and be the QB and he makes this kind of incredible throw
 to win that first game but even after he makes it you know he's got people in town saying that it was a lucky pass that he closed his eyes and threw and that you know it was just kind of sheer dumb luck that he happened to get the shot that he did and so the show is really about him proving itself as a quarterback and outside of the football he's kind of like the definition of still waters run deep like you know he's not really a jock he's 
 kind of this artistic soul spends a lot of type drawing knows a lot about painters you know he's he kind of brings up Jackson Pollock at one point and we know about his home life that his dad is overseas in Afghanistan serving with the armed forces and that he's living with his grandmother but really he's taking care of his grandmother she's seems to have some sort of dementia or Alzheimer's and he's in...she's in what he describes as a good spell 
 right now where you know she's not that forgetful but we kind of see that start to come apart one day when she forgets to take her pills and ends up in a neighbor's house taking a bath so he's got a lot of pressure on him both at home and at school he's got you know a part-time job as well and football on top of all that and he's really developing a pretty serious crush for the coach's daughter Julie which is not the dumb thing on the football team to do"
SID000435,SmashWilliams,"yeah so that is Smash Williams and I think he's a running back on the team I'm not sure I ever really caught what his position was but in terms of team leadership he's definitely one of the main three when the show begins and as a character he's kind of not all that bright really hot headed really kind of emotional reacts to a lot of... a lot of like what's going on around him without thinking
 he's very egotistical and very arrogant but I get the sense that he's you know not entirely a bad character but maybe not all that smart and so all we know about him is that he's got a rivalry going with Tim Riggins' who is Jason Street's best friend and actually at one point he hooks up with Tim Riggins girlfriend Tyra 
 but I don't get the sense that he really likes her all that much I think he'd hook up with anyone and you kind of see him with his arm around a different girl in every scene so he's a bit of a player I think he really enjoys the power that he wheels on the football team  and he really enjoys starting trouble you can kind of see that when he  eggs the other kids to go smash the head quarterback of the Tigers car and also that he kind of runs his mouth a lot you get that in a couple of episodes when he's giving interviews to the...to the local newscaster you know he kind of badmouths his own coach talks about like different 
 elements of the team that are pulling their weight and I get the sense that he might be a source of conflict on the Dillon team and I'm really interested to kind of see where he goes and how his character gets developed too"
SID000435,TamiTaylor,"okay yeah so that was Tami Taylor and she is the wife of Coach Taylor the head coach of the Dillon football team and she's played by Dartmouth's own Connie Britton she's an alumni but on the show she is kind of a down-to-earth character you know she's like one of the only characters in Dilon that isn't completely in love with football it doesn't really hang her ego and her reputation and everything on the outcomes of 
 football games in town and so she's she's in I think a happy marriage with her husband and she's happy you know with her daughter Julie but you know she wants him to recognize that her work is relevant too especially when she takes a job as the guidance counselor at Dillon high and as much as she respects her husband's career I think that I get the send that she understands that the well-being of 
 all of the kids of the school is more important than the outcome of the football game so one of the last episodes that I watched yesterday she's kind of put in a position where she had to put on this barbecue for a hundred plus people because that's tradition within the Dillon football team that the Coach's wife put on this dinner before a game with their... their biggest rival the Tigers and so she's like
 left with about 2 days to put this all together and doesn't really feel that her husband is recognizing what pressure that puts on her that was unasked for but you get the sense that she's a good solid character and that she's... she's here to support her husband while at the same time she's not going to take any shit from him and she's definitely very supportive of her daughter and the two kind of seem like they're really  keeping their.. their father and husband in check"
SID000435,TimRiggins,"okay so that is Tim Riggins who is the bad boy of the Dillon high school football team you know he's is kind of good looking and brooding and not very serious most of the time he is Jason Street's best friend and when Jason gets injured he blames himself and you know spends a lot of time rewatching the play during which Jason got hurt. He's definitely a budding alcoholic who lives at home 
 with his brother doesn't seem to have a whole lot of structure in his life you know he's allowed to kind of go out screw around and drink and do whatever and no one ever really tells him not to. They just kind of let him know how disappointed they are at him you get the sense that he hasn't had a whole lot of guidance. At the start of the show he's dating a girl named Tyra who is kind of you get the sense like the school hot girl but they obviously have a rocky relationship 
 and part of that has to do with his drinking issues too and he's I think a more complex character because he obviously loves Jason and feels a great deal of responsibility for what happened to him but at the same time he can't seem to face up to going to see what Jason's life is going to look like going forward. He won't even go visit him in the hospital or the rehab center and when 
 he's walking home one night after an impromptu practice in the rain he runs into Lyla who's kind of screaming at him for not stepping up and being the best friend Jason deserves and they end up making out and from there he's kind of obsessed with Lyla and I get the sense that's kind of a deflection of the feelings that he...he's feeling for Jason right now and not facing up to the pain of knowing that his best friend is injured"
SID000435,TyraCollette,"yeah so that character is Tyra Collette who is at the start of the show she's Tim Riggins' girlfriend and she's kind of... kind of has the reputation of being the school floozy obviously dresses the part and kind of plays into it I get the sense that she's really street smart and kind of knows how to play other people and that she's not a bad person she obviously loves Tim but is kind of fed up with him even at the beginning of the show 
 and like has had enough of his drinking and actually at one point gives him an ultimatum to like come actually talk to her and go see Jason or they're through and then she follows through with it so I think that she's probably a pretty strong character and I know that she doesn't like Lyla Garrity very much they just come from very different worlds I don't know very much about her background but it seems like she doesn't have very much of 
 the structure that like Lyla has in her life and I know that you know she's... she's been involved with Smash Williams but I don't think that she really likes them all that much I think she kind of uses him just to play on Tim's emotions but  I think she really gets the rise out of him that she thinks she's going to get and she obsviously cares about Jason cuz she goes to visit him in rehab and while she'd there she
 tells him you know kind of makes excuses for Tim because you know he... he wants to come see you he just doesn't know how and that you know not to give up on that. You get the sense that deep down she might be a really decent human but she doesn't  really play that role she's kind of patty with other girls obviously doesn't mind playing with other peoples' emotions but I think she's going to develop into kind of an interesting character too"
SID000473,BuddyGarrity,"buddy Garrity is one of those characters that you know exist but you don't really care about presumably he is the father of Lyla Garrity I think he's this like scruffy white guy depicted as like a little bit sleazy and super interested in like kind of a situation with football he's kind of depicted as kind of giving the football coach a lot of crap about the decisions that the football coach is making he also doesn't really seem to be that invested his daughter's life 
 life it seems like he doesn't really seem to care when she has her like whole head in the clouds moments as a like cheerleader with her boyfriend who's now paralyzed and Buddy kind of just is kind of insignificant to be honest I don't remember a lot about Buddy and he's around and
 kinda sleazy but he's not really a character that people care that much about he seems to be kind of a secondary character that's defined by his relationship with Lyla and kind of his role in kind of like egging on the coach and kind of being annoying in that sense he seems to have really strong opinions about who he wants to be kind of the head quarterback and how the situation with Jason Street who was the head quarterback who basically got paralyzed 
 and yeah he talks in a way that is super like southern white guy he isn't in that many scenes or is one of those characters that you just have a hard time remembering cuz he's kind of generic and that's Buddy Garrity for you"
SID000473,CoachTaylor,"Coach Taylor is someone kind of depicted as having the weight of the world on his shoulders he has a lot of responsibilities as a head football coach and also as someone who has a family and so in terms of his family he has a wife who is this like Southern Houston Texas woman who is blonde and then he has a daughter named Julie and so he's kind of always depicted in this dilemma between like his family or his responsibilities as a 
 football coach. He's kind of seen as a workaholic and someone who like sacrifices a lot for his role as a football coach especially as his  all this pressure on him because kind of the guy that was his saving...his saving football coach or football player ended up being paralyzed and so there's a lot of weight on him now because he no longer has that guy that he just depend on to help pull the team and win the team and so he's seen as someone who screams at all of
 the team members in this like typical head coach sort of way and he works really late hours and trying to train up the people on his team but the same time he has a family and his wife is really supportive of him but yet he doesn't seem to always get kind of the the turmoil or the like emotional burden that it is on his family for example like he forgets that his daughter has a music recital or dance recital
 she's a little upset by that and then his he forgets to tell his wife that there's this huge party that has to be hosted and so she ends up having to do all this work for this party and she's like pretty upset about it but he doesn't seem to really understand why it was so much work for her set to put together a party for like a hundred people so he's kind of always seen in this confliction between wife and work and he has a lot of stress in being the football coach and trying to prove that you know he can make this team win"
SID000473,JasonStreet,"so Dylan Street oh not doing Street Jason Street is the All Star Quarterback football player of the Dillon Panthers he's kind of the coach's Golden Child and he's the reason why the team is doing so well he seems to be on track to get a college scholarship and for his life to kind of go towards professional football until during one of the games he becomes paralyzed from the waist down
 and so he could potentially regain function with his arms but not of his legs and so while in the hospital he kind of maintains an okay attitude of still wanting the team to do well he feels bad thinking that he's let down the coach he has a girlfriend named Lyla who visits him all the time and before the accident they talked all the time about how they love each other and even after the accident they talk about this but Dylan seems to not Dylan Jason seems to understand that 
 something really big has changed and in this way he's kind of accepted the fact that the accident has changed his life when he gets transferred into a rehab facility after his period of time at the hospital he starts to kind of come to terms with what it will mean in terms of like one of the guys tells him that like right now everyone is going to be supporting you and they're going to be visiting you but after awhile they're going to stop and so after he gets into the rehabilitation center at this point in 
 time is where he starts to read a term or refine his like determination and trying to work to regain strength of his arms he's kind of angsty it seems like before the accident he was like pretty cocky and thinks he's all that...that has this perfect life and dating this cheerleader super Houston Texas Christianey type of guy and then after the..."
SID000473,JulieTaylor,"so Julie is the daughter of the football coach and this is kind of her primary like relationship and how she's described she seems to be someone who is quite like she knows what she wants and this is seen through her kind of rejecting two football players who were hitting on her and she's saying that she doesn't want to date football players and she wouldn't date someone who was a football player and the rest of the show her relationship or her character is kind of seen through her... the fact that this one 
 football player really likes her and so it seemed that she dances she's also shown through the relationship she has with her parents in which she seems like a typical like girly teenager like her mom asks her to buy a bunch of food for this party and she does it but she does it in that kind of reluctant way in which a teenager would but I think like she has a good relationship with their dad 
 she asked him questions about football and things like that and she seems to care about him a lot or like there seems to be a close relationship there but it seems that she also might resent a little bit her dad's role as a football coach because it takes time away from his ability to be there for her and to be there for her family and that includes her and there's this one scene where she has a dance recital and her dad essentially forgets that this dance recital is 
 happening and she and her mom asks her like...asks the dad to be home on time and he doesn't know why he has to be and she gets upset and leaves the table and so that's kind of a running theme that even though she has a close relationship with her parents she's frustrated by the fact that her dad is not able to devote as much time as he could to the family because of his work"
SID000473,LandryClarke,"so Landry is a supporting character but he's actually quite likable and he's a best friend of Matt Sorenson who is the quarterback that kind of becomes the leading quarterback he's kind of second string but the first string guy gets paralyzed so he becomes first string and so he's always kind of depicted as kind of like a funny way it kind of like a like he's joked around as being kind of dumb and says stupid stuff but in this way he's pretty likeable so in the beginning
 of the show he tries to ask out Julie who's the head coach's daughter and gets rejected and then later on when Matt is kind of having a dilemma about like what to do now that he is like first quarterback or first string quarterback Landry kind of like makes funny comments and tries to like help him kind of like get into his role and kind of seize his moment. In this way he's seen as very loyal and dependable 
 to Matt and also likeable in the sense. When Matt gets the sign on the front of his house vandalized Landry is seen as helping him kind of wipe off the vandalized marks on the sign and he makes like a funny comment about how like maybe like Matt's Grandma's really like a witch and like that's why 
 they're not been winning the games and so Matt kind of calls him dumb and kind of laughs at him for it but he's essentially just a supporting character white guy, kind of weird, kind of jokey he doesn't have that like strong football white male look that all of the other people in the show have and so he's kind of a different character he's funny he's dependable he's loyal he's a good friend to Matt"
SID000473,LylaGarrity,"the Lyla Garrity is the head cheerleader who is like super pretty seems to have her life together she's dating the quarterback Jason Street and so when he gets paralyzed kind of or when he gets paralyzed in a football accident she is kind of super supportive of him and honestly really annoying because she just believed that he is going to get better and in this way she has some kind of like Texas white Christian thing going on
 where she like has faith that he's going to like regain use of his arms and legs even though it's basically not going to happen medically like him regaining function of his legs and so in this way she's kind f depicted as someone who is overly idealistic or kind of has her head in the clouds and doesn't really understand the situation and in this way I think she's depicted as someone who is like not that bright Lyla also has her Shining Moment when she cheats on Jason her boyfriend
 who is paralyzed with her boyfriend's best friend after a fight that she has with her boyfriend Jason and in this way she's kind of seen as someone who is perhaps not not the most morally sound in terms of sexual encounters with men because she cheats on her boyfriend once again with her boyfriend's best friend so Lyla is actually not depicted as that as this great person she's kind of seen as 
 someone whose idealistic head in cloud also a bit of a cheater her relationship is really defined by the men that she's with and her parents kind of look down on her for being so attached to her boyfriend even though like he's paralyzed and a lot of these things that she thinks are going to happen aren't going to happen in a away people kind of admire her for like her like support of Jason her boyfriend but it's done in a kind of a way that's pretty annoying especially since she cheats on him multiple times (cutoff)"
SID000473,MattSaracen,"Matt Sorenson is this sophomore football player whose kind of thrust into the spotlight after the first string quarterback gets paralyzed and injured and isn't able to play anymore and so he kind of gets put into the role of like first string even though he's really barely played and because of this he has a lot of pressure on him. He's seen as kind of like a timid guy who's not really that sure of himself but really wants to do a good job like he's a 
 a hard-working guy that people seem to like he's kind of portrayed as this like good guy football player because of his relationship with his grandma so his dad is in the Army and kind of like overseas so he takes care of his grandma and his grandma has dementia and so you kind of see the softer side of Matt Saracen as he's trying to get his grandma to take her pills trying to take care of her and you kind of see like the home in which he comes from and he's kind of is the guy who I feel like is going to get the comeback story 
 like he doesn't come from a lot he's trying to take care of his grandma but he becomes like this successful football player as I feel like we're there going with his story line he really likes Julie who is the daughter of the head football coach and it seems like he's developing a relationship with the football coach in which the football coach is kind of taking him on and kind of teaching him how to be a good football player and how to take lead and to take leadership as quarterback 
 the way he's depicted with Julie is kind of he's this nervous guy kind of not sure about how to approach her but he really likes her he kind of stumbles with his words and then this way kind of has that like good guy shy feel to him which is completely different than some of the other football players who are a lot more cocky and like know what they want and kind of think they're all that and so in this way he's kind of the main character in the show and you're kind of tracking this guy's development and how he turns out"
SID000473,SmashWilliams,"So Smash is another football player they're kind of two defining things about smash one is that he's blacks in a super super white TV show and they have to ask him about his race the beginning a says he doesn't really want to talk about it or doesn't define his experiences and the second is that he is super cocky and he's known for being super cocky there's a scene in the TV show in which he is being interviewed and he essentially says 
 something condescending about how he's so great and the coach is kind of not doing a good job and the coach ends up punishing all of the guys and making them run up and down this hill in the beginning when you first meet him it's because he's being interviewed by these television people and he is essentially saying all these things about how great he is and how he doesn't like other people on the team and then you see him in this fast food restaurant kind of 
 sitting down with all these different girls surrounding him and of course all these girls are black for some reason because it's this is a super white TV show and then he ends up confronting the other or the best friend of Jason Street in which and Jason Street is other football player so essentially gets into this fight with this other football player and ends up like punching
 this guy's face or maybe the other guy punches him I don't remember but he's seen as kind of this like aggressive guy who's always talking about how great he is and how like he needs to leave the team because and then they show him a couple times with his family and his family he kind of has like a strong-headed black mother who is willing to kind of like show him who's boss and in general he's just not a well-liked character"
SID000473,TamiTaylor,"so Tami Taylor is the wife of the football coach and because of football coach is described as having all these responsibilities and kind of having this conflict between family and work she's kind of positioned in that relationship so honestly she's way too good for that football coach she's like really nice to him and really understanding of the fact that he has to make all these sacrifices for their family for example he puts her in this situation where a couple days before 
 this party he doesn't tell her that she has to basically cook for a hundred people and she kind of like gets that all set up another example is that she decided to get a job to kind of help lighten the load for the family then she tells her husband this to which he kind of replies by saying that he doesn't want her to take the job opportunity and the reason why he doesn't want to just take it is because it's at the high school in which he works and so she would be working as a guidance counselor and honestly he has 
 no reason to be that upset about it and she was really nice about kind of how that situation went down and so she's seen as someone who kind of cares for other people because of this guidance counselor role or role...in which she listens to students about what's going on in their lives she has a daughter named Julie who she seems to have a good relationship with she seems to kind of remember everything that's going on in Julie's life like her dance recitals and things like that despite the fact that her husband doesn't really have that same memory and care for his daughter in
 that way because the conflict between family and work. She's also seen by someone who doesn't really want to do all those extra like things that moms might have to do so she is depicted as coming home from this like party with these like women and being kind of like annoyed or frustrated with like how she got signed up to do all these committees at school and so in this way she's described as someone who's kind of like really real like...like gets frustrated at her husband (cutoff)"
SID000473,TimRiggins,"Tim Riggins is the best friend of Jason Street who is the head quarterback who ends up getting paralyzed Tim Riggins is described as this super Broody like football player who is always drinking and always drunk and kind of like doesn't have his life together in that way after his best friend suffers that accident where he becomes paralyzed it shows Tim kind of rewatching these
 videos of the accident happening and in these moments you kind of develop this empathy for Tim in which you realize that you know he contains a lot of guilt about the accident you start to feel kind of bad and you start to contextualize all of his drinking as kind of him trying to not feel all the things that is going on kind of the other way that we know Tim besides being the guys best friend oh speaking of a Jason's best friend after Jason gets paralyzed Tim doesn't 
 visit him in the hospital because of the guilt that he feels about the fact that he didn't do anything how even though he was so far away like on the field he didn't even try to like help her save his friend Tim is also known for cheating on Jason with his girlfriend Lyla which is not his shining moment but in constrast to Lyla who seems to kind of still love Jason but is cheating with Tim
 Tim seems to just like genuinely really like Lyla and so he's seen as kind of making moves on Lyla and wanting to be with Lyla and having this connection with her he also kind of throws away his old girlfriend Tyra in the kind of a rude way while he's drinking he kind of just tells her to go and it seems like he doesn't really care about her but he seems to like really love Lyla for some reason"
