SID,character,dimension,rating
SID000138,SmashWilliams,romantic,93
SID000138,TamiTaylor,romantic,50
SID000138,TimRiggins,romantic,15
SID000138,TyraCollette,romantic,100
SID000138,BuddyGarrity,stubborn,99
SID000138,CoachTaylor,stubborn,88
SID000138,JasonStreet,stubborn,50
SID000138,JulieTaylor,stubborn,85
SID000138,LandryClarke,stubborn,66
SID000138,LylaGarrity,stubborn,55
SID000138,MattSaracen,stubborn,0
SID000138,SmashWilliams,stubborn,90
SID000138,TamiTaylor,stubborn,10
SID000138,TimRiggins,stubborn,80
SID000138,TyraCollette,stubborn,65
SID000138,BuddyGarrity,trustworthy,25
SID000138,CoachTaylor,trustworthy,87
SID000138,JasonStreet,trustworthy,58
SID000138,JulieTaylor,trustworthy,40
SID000138,LandryClarke,trustworthy,52
SID000138,LylaGarrity,trustworthy,56
SID000138,MattSaracen,trustworthy,100
SID000138,SmashWilliams,trustworthy,38
SID000138,TamiTaylor,trustworthy,99
SID000138,TimRiggins,trustworthy,24
SID000138,TyraCollette,trustworthy,2
SID000819,BuddyGarrity,annoy,50
SID000819,CoachTaylor,annoy,8
SID000819,JasonStreet,annoy,7
SID000819,JulieTaylor,annoy,52
SID000819,LandryClarke,annoy,56
SID000819,LylaGarrity,annoy,100
SID000819,MattSaracen,annoy,7
SID000819,SmashWilliams,annoy,36
SID000819,TamiTaylor,annoy,100
SID000819,TimRiggins,annoy,7
SID000819,TyraCollette,annoy,59
SID000819,BuddyGarrity,appearance,32
SID000819,CoachTaylor,appearance,46
SID000819,JasonStreet,appearance,57
SID000819,JulieTaylor,appearance,74
SID000819,LandryClarke,appearance,32
SID000819,LylaGarrity,appearance,100
SID000819,MattSaracen,appearance,40
SID000819,SmashWilliams,appearance,61
SID000819,TamiTaylor,appearance,91
SID000819,TimRiggins,appearance,54
SID000819,TyraCollette,appearance,89
SID000819,BuddyGarrity,attractive,0
SID000819,CoachTaylor,attractive,84
SID000819,JasonStreet,attractive,82
SID000819,JulieTaylor,attractive,82
SID000819,LandryClarke,attractive,32
SID000819,LylaGarrity,attractive,94
SID000819,MattSaracen,attractive,70
SID000819,SmashWilliams,attractive,20
SID000819,TamiTaylor,attractive,34
SID000819,TimRiggins,attractive,74
SID000819,TyraCollette,attractive,90
SID000819,BuddyGarrity,brag,63
SID000819,CoachTaylor,brag,28
SID000819,JasonStreet,brag,20
SID000819,JulieTaylor,brag,32
SID000819,LandryClarke,brag,25
SID000819,LylaGarrity,brag,31
SID000819,MattSaracen,brag,15
SID000819,SmashWilliams,brag,83
SID000819,TamiTaylor,brag,16
SID000819,TimRiggins,brag,23
SID000819,TyraCollette,brag,38
SID000819,BuddyGarrity,charismatic,56
SID000819,CoachTaylor,charismatic,57
SID000819,JasonStreet,charismatic,94
SID000819,JulieTaylor,charismatic,41
SID000819,LandryClarke,charismatic,57
SID000819,LylaGarrity,charismatic,96
SID000819,MattSaracen,charismatic,59
SID000819,SmashWilliams,charismatic,77
SID000819,TamiTaylor,charismatic,87
SID000819,TimRiggins,charismatic,7
SID000819,TyraCollette,charismatic,57
SID000819,BuddyGarrity,empathy,5
SID000819,CoachTaylor,empathy,62
SID000819,JasonStreet,empathy,57
SID000819,JulieTaylor,empathy,50
SID000819,LandryClarke,empathy,74
SID000819,LylaGarrity,empathy,89
SID000819,MattSaracen,empathy,73
SID000819,SmashWilliams,empathy,56
SID000819,TamiTaylor,empathy,81
SID000819,TimRiggins,empathy,77
SID000819,TyraCollette,empathy,71
SID000819,BuddyGarrity,funny,43
SID000819,CoachTaylor,funny,23
SID000819,JasonStreet,funny,42
SID000819,JulieTaylor,funny,56
SID000819,LandryClarke,funny,73
SID000819,LylaGarrity,funny,22
SID000819,MattSaracen,funny,42
SID000819,SmashWilliams,funny,85
SID000819,TamiTaylor,funny,8
SID000819,TimRiggins,funny,18
SID000819,TyraCollette,funny,39
SID000819,BuddyGarrity,hardworking,60
SID000819,CoachTaylor,hardworking,89
SID000819,JasonStreet,hardworking,100
SID000819,JulieTaylor,hardworking,51
SID000819,LandryClarke,hardworking,44
SID000819,LylaGarrity,hardworking,50
SID000819,MattSaracen,hardworking,93
SID000819,SmashWilliams,hardworking,39
SID000819,TamiTaylor,hardworking,50
SID000819,TimRiggins,hardworking,9
SID000819,TyraCollette,hardworking,36
SID000819,BuddyGarrity,impulsive,40
SID000819,CoachTaylor,impulsive,31
SID000819,JasonStreet,impulsive,57
SID000819,JulieTaylor,impulsive,52
SID000819,LandryClarke,impulsive,58
SID000819,LylaGarrity,impulsive,93
SID000819,MattSaracen,impulsive,70
SID000819,SmashWilliams,impulsive,76
SID000819,TamiTaylor,impulsive,38
SID000819,TimRiggins,impulsive,62
SID000819,TyraCollette,impulsive,94
SID000819,BuddyGarrity,independent,86
SID000819,CoachTaylor,independent,98
SID000819,JasonStreet,independent,61
SID000819,JulieTaylor,independent,54
SID000819,LandryClarke,independent,58
SID000819,LylaGarrity,independent,19
SID000819,MattSaracen,independent,56
SID000819,SmashWilliams,independent,69
SID000819,TamiTaylor,independent,50
SID000819,TimRiggins,independent,98
SID000819,TyraCollette,independent,41
SID000819,BuddyGarrity,intelligent,60
SID000819,CoachTaylor,intelligent,67
SID000819,JasonStreet,intelligent,67
SID000819,JulieTaylor,intelligent,65
SID000819,LandryClarke,intelligent,68
SID000819,LylaGarrity,intelligent,47
SID000819,MattSaracen,intelligent,44
SID000819,SmashWilliams,intelligent,58
SID000819,TamiTaylor,intelligent,41
SID000819,TimRiggins,intelligent,54
SID000819,TyraCollette,intelligent,31
SID000819,BuddyGarrity,outgoing,62
SID000819,CoachTaylor,outgoing,15
SID000819,JasonStreet,outgoing,38
SID000819,JulieTaylor,outgoing,46
SID000819,LandryClarke,outgoing,57
SID000819,LylaGarrity,outgoing,55
SID000819,MattSaracen,outgoing,9
SID000819,SmashWilliams,outgoing,90
SID000819,TamiTaylor,outgoing,75
SID000819,TimRiggins,outgoing,3
SID000819,TyraCollette,outgoing,79
SID000819,BuddyGarrity,romantic,52
SID000819,CoachTaylor,romantic,80
SID000819,JasonStreet,romantic,84
SID000819,JulieTaylor,romantic,54
SID000819,LandryClarke,romantic,29
SID000819,LylaGarrity,romantic,100
SID000819,MattSaracen,romantic,55
SID000819,SmashWilliams,romantic,73
SID000819,TamiTaylor,romantic,77
SID000819,TimRiggins,romantic,74
SID000819,TyraCollette,romantic,96
SID000819,BuddyGarrity,stubborn,88
SID000819,CoachTaylor,stubborn,94
SID000819,JasonStreet,stubborn,94
SID000819,JulieTaylor,stubborn,84
SID000819,LandryClarke,stubborn,76
SID000819,LylaGarrity,stubborn,73
SID000819,MattSaracen,stubborn,42
SID000819,SmashWilliams,stubborn,70
SID000819,TamiTaylor,stubborn,55
SID000819,TimRiggins,stubborn,69
SID000819,TyraCollette,stubborn,68
SID000819,BuddyGarrity,trustworthy,10
SID000819,CoachTaylor,trustworthy,93
SID000819,JasonStreet,trustworthy,81
SID000819,JulieTaylor,trustworthy,52
SID000819,LandryClarke,trustworthy,93
SID000819,LylaGarrity,trustworthy,41
SID000819,MattSaracen,trustworthy,88
SID000819,SmashWilliams,trustworthy,45
SID000819,TamiTaylor,trustworthy,60
SID000819,TimRiggins,trustworthy,46
SID000819,TyraCollette,trustworthy,50
SID000052,BuddyGarrity,annoy,95
SID000052,CoachTaylor,annoy,0
SID000052,JasonStreet,annoy,12
SID000052,JulieTaylor,annoy,18
SID000052,LandryClarke,annoy,31
SID000052,LylaGarrity,annoy,36
SID000052,MattSaracen,annoy,5
SID000052,SmashWilliams,annoy,58
SID000052,TamiTaylor,annoy,16
SID000052,TimRiggins,annoy,62
SID000052,TyraCollette,annoy,88
SID000052,BuddyGarrity,appearance,36
SID000052,CoachTaylor,appearance,50
SID000052,JasonStreet,appearance,78
SID000052,JulieTaylor,appearance,77
SID000052,LandryClarke,appearance,72
SID000052,LylaGarrity,appearance,85
SID000052,MattSaracen,appearance,60
SID000052,SmashWilliams,appearance,69
SID000052,TamiTaylor,appearance,50
SID000052,TimRiggins,appearance,50
SID000052,TyraCollette,appearance,100
SID000052,BuddyGarrity,attractive,6
SID000052,CoachTaylor,attractive,87
SID000052,JasonStreet,attractive,78
SID000052,JulieTaylor,attractive,90
SID000052,LandryClarke,attractive,43
SID000052,LylaGarrity,attractive,89
SID000052,MattSaracen,attractive,57
SID000052,SmashWilliams,attractive,45
SID000052,TamiTaylor,attractive,45
SID000052,TimRiggins,attractive,92
SID000052,TyraCollette,attractive,77
SID000052,BuddyGarrity,brag,79
SID000052,CoachTaylor,brag,40
SID000052,JasonStreet,brag,59
SID000052,JulieTaylor,brag,9
SID000052,LandryClarke,brag,50
SID000052,LylaGarrity,brag,12
SID000052,MattSaracen,brag,5
SID000052,SmashWilliams,brag,72
SID000052,TamiTaylor,brag,10
SID000052,TimRiggins,brag,76
SID000052,TyraCollette,brag,92
SID000052,BuddyGarrity,charismatic,50
SID000052,CoachTaylor,charismatic,100
SID000052,JasonStreet,charismatic,74
SID000052,JulieTaylor,charismatic,32
SID000052,LandryClarke,charismatic,36
SID000052,LylaGarrity,charismatic,33
SID000052,MattSaracen,charismatic,29
SID000052,SmashWilliams,charismatic,42
SID000052,TamiTaylor,charismatic,17
SID000052,TimRiggins,charismatic,36
SID000052,TyraCollette,charismatic,17
SID000052,BuddyGarrity,empathy,15
SID000052,CoachTaylor,empathy,73
SID000052,JasonStreet,empathy,55
SID000052,JulieTaylor,empathy,70
SID000052,LandryClarke,empathy,56
SID000052,LylaGarrity,empathy,91
SID000052,MattSaracen,empathy,78
SID000052,SmashWilliams,empathy,44
SID000052,TamiTaylor,empathy,100
SID000052,TimRiggins,empathy,23
SID000052,TyraCollette,empathy,22
SID000052,BuddyGarrity,funny,13
SID000052,CoachTaylor,funny,20
SID000052,JasonStreet,funny,17
SID000052,JulieTaylor,funny,36
SID000052,LandryClarke,funny,50
SID000052,LylaGarrity,funny,22
SID000052,MattSaracen,funny,28
SID000052,SmashWilliams,funny,24
SID000052,TamiTaylor,funny,25
SID000052,TimRiggins,funny,11
SID000052,TyraCollette,funny,17
SID000052,BuddyGarrity,hardworking,61
SID000052,CoachTaylor,hardworking,100
SID000052,JasonStreet,hardworking,85
SID000052,JulieTaylor,hardworking,96
SID000052,LandryClarke,hardworking,50
SID000052,LylaGarrity,hardworking,92
SID000052,MattSaracen,hardworking,100
SID000052,SmashWilliams,hardworking,61
SID000052,TamiTaylor,hardworking,96
SID000052,TimRiggins,hardworking,35
SID000052,TyraCollette,hardworking,20
SID000052,BuddyGarrity,impulsive,65
SID000052,CoachTaylor,impulsive,35
SID000052,JasonStreet,impulsive,70
SID000052,JulieTaylor,impulsive,24
SID000052,LandryClarke,impulsive,43
SID000052,LylaGarrity,impulsive,38
SID000052,MattSaracen,impulsive,21
SID000052,SmashWilliams,impulsive,71
SID000052,TamiTaylor,impulsive,14
SID000052,TimRiggins,impulsive,78
SID000052,TyraCollette,impulsive,85
SID000052,BuddyGarrity,independent,82
SID000052,CoachTaylor,independent,59
SID000052,JasonStreet,independent,60
SID000052,JulieTaylor,independent,50
SID000052,LandryClarke,independent,54
SID000052,LylaGarrity,independent,52
SID000052,MattSaracen,independent,72
SID000052,SmashWilliams,independent,54
SID000052,TamiTaylor,independent,50
SID000052,TimRiggins,independent,91
SID000052,TyraCollette,independent,82
SID000052,BuddyGarrity,intelligent,43
SID000052,CoachTaylor,intelligent,90
SID000052,JasonStreet,intelligent,50
SID000052,JulieTaylor,intelligent,96
SID000052,LandryClarke,intelligent,50
SID000052,LylaGarrity,intelligent,50
SID000052,MattSaracen,intelligent,70
SID000052,SmashWilliams,intelligent,50
SID000052,TamiTaylor,intelligent,88
SID000052,TimRiggins,intelligent,39
SID000052,TyraCollette,intelligent,6
SID000052,BuddyGarrity,outgoing,39
SID000052,CoachTaylor,outgoing,76
SID000052,JasonStreet,outgoing,63
SID000052,JulieTaylor,outgoing,35
SID000052,LandryClarke,outgoing,34
SID000052,LylaGarrity,outgoing,68
SID000052,MattSaracen,outgoing,35
SID000052,SmashWilliams,outgoing,82
SID000052,TamiTaylor,outgoing,32
SID000052,TimRiggins,outgoing,58
SID000052,TyraCollette,outgoing,60
SID000052,BuddyGarrity,romantic,23
SID000052,CoachTaylor,romantic,30
SID000052,JasonStreet,romantic,70
SID000052,JulieTaylor,romantic,68
SID000052,LandryClarke,romantic,69
SID000052,LylaGarrity,romantic,78
SID000052,MattSaracen,romantic,71
SID000052,SmashWilliams,romantic,74
SID000052,TamiTaylor,romantic,50
SID000052,TimRiggins,romantic,85
SID000052,TyraCollette,romantic,73
SID000052,BuddyGarrity,stubborn,76
SID000052,CoachTaylor,stubborn,69
SID000052,JasonStreet,stubborn,80
SID000052,JulieTaylor,stubborn,68
SID000052,LandryClarke,stubborn,50
SID000052,LylaGarrity,stubborn,93
SID000052,MattSaracen,stubborn,30
SID000052,SmashWilliams,stubborn,62
SID000052,TamiTaylor,stubborn,22
SID000052,TimRiggins,stubborn,80
SID000052,TyraCollette,stubborn,82
SID000052,BuddyGarrity,trustworthy,25
SID000052,CoachTaylor,trustworthy,100
SID000052,JasonStreet,trustworthy,65
SID000052,JulieTaylor,trustworthy,76
SID000052,LandryClarke,trustworthy,72
SID000052,LylaGarrity,trustworthy,72
SID000052,MattSaracen,trustworthy,100
SID000052,SmashWilliams,trustworthy,41
SID000052,TamiTaylor,trustworthy,89
SID000052,TimRiggins,trustworthy,38
SID000052,TyraCollette,trustworthy,15
SID000499,BuddyGarrity,annoy,100
SID000499,CoachTaylor,annoy,88
SID000499,JasonStreet,annoy,21
SID000499,JulieTaylor,annoy,15
SID000499,LandryClarke,annoy,100
SID000499,LylaGarrity,annoy,89
SID000499,MattSaracen,annoy,0
SID000499,SmashWilliams,annoy,82
SID000499,TamiTaylor,annoy,66
SID000499,TimRiggins,annoy,81
SID000499,TyraCollette,annoy,21
SID000499,BuddyGarrity,appearance,0
SID000499,CoachTaylor,appearance,11
SID000499,JasonStreet,appearance,62
SID000499,JulieTaylor,appearance,17
SID000499,LandryClarke,appearance,0
SID000499,LylaGarrity,appearance,100
SID000499,MattSaracen,appearance,17
SID000499,SmashWilliams,appearance,78
SID000499,TamiTaylor,appearance,67
SID000499,TimRiggins,appearance,8
SID000499,TyraCollette,appearance,23
SID000499,BuddyGarrity,attractive,0
SID000499,CoachTaylor,attractive,61
SID000499,JasonStreet,attractive,96
SID000499,JulieTaylor,attractive,75
SID000499,LandryClarke,attractive,0
SID000499,LylaGarrity,attractive,77
SID000499,MattSaracen,attractive,100
SID000499,SmashWilliams,attractive,99
SID000499,TamiTaylor,attractive,0
SID000499,TimRiggins,attractive,86
SID000499,TyraCollette,attractive,82
SID000499,BuddyGarrity,brag,95
SID000499,CoachTaylor,brag,9
SID000499,JasonStreet,brag,30
SID000499,JulieTaylor,brag,13
SID000499,LandryClarke,brag,89
SID000499,LylaGarrity,brag,81
SID000499,MattSaracen,brag,6
SID000499,SmashWilliams,brag,95
SID000499,TamiTaylor,brag,83
SID000499,TimRiggins,brag,10
SID000499,TyraCollette,brag,74
SID000499,BuddyGarrity,charismatic,68
SID000499,CoachTaylor,charismatic,19
SID000499,JasonStreet,charismatic,89
SID000499,JulieTaylor,charismatic,66
SID000499,LandryClarke,charismatic,30
SID000499,LylaGarrity,charismatic,85
SID000499,MattSaracen,charismatic,56
SID000499,SmashWilliams,charismatic,93
SID000499,TamiTaylor,charismatic,61
SID000499,TimRiggins,charismatic,0
SID000499,TyraCollette,charismatic,20
SID000499,BuddyGarrity,empathy,14
SID000499,CoachTaylor,empathy,92
SID000499,JasonStreet,empathy,83
SID000499,JulieTaylor,empathy,50
SID000499,LandryClarke,empathy,7
SID000499,LylaGarrity,empathy,90
SID000499,MattSaracen,empathy,89
SID000499,SmashWilliams,empathy,10
SID000499,TamiTaylor,empathy,85
SID000499,TimRiggins,empathy,9
SID000499,TyraCollette,empathy,67
SID000499,BuddyGarrity,funny,0
SID000499,CoachTaylor,funny,0
SID000499,JasonStreet,funny,15
SID000499,JulieTaylor,funny,17
SID000499,LandryClarke,funny,16
SID000499,LylaGarrity,funny,12
SID000499,MattSaracen,funny,29
SID000499,SmashWilliams,funny,77
SID000499,TamiTaylor,funny,0
SID000499,TimRiggins,funny,0
SID000499,TyraCollette,funny,71
SID000499,BuddyGarrity,hardworking,30
SID000499,CoachTaylor,hardworking,99
SID000499,JasonStreet,hardworking,92
SID000499,JulieTaylor,hardworking,74
SID000499,LandryClarke,hardworking,9
SID000499,LylaGarrity,hardworking,89
SID000499,MattSaracen,hardworking,100
SID000499,SmashWilliams,hardworking,74
SID000499,TamiTaylor,hardworking,95
SID000499,TimRiggins,hardworking,18
SID000499,TyraCollette,hardworking,41
SID000499,BuddyGarrity,impulsive,89
SID000499,CoachTaylor,impulsive,31
SID000499,JasonStreet,impulsive,28
SID000499,JulieTaylor,impulsive,31
SID000499,LandryClarke,impulsive,80
SID000499,LylaGarrity,impulsive,66
SID000499,MattSaracen,impulsive,58
SID000499,SmashWilliams,impulsive,85
SID000499,TamiTaylor,impulsive,0
SID000499,TimRiggins,impulsive,100
SID000499,TyraCollette,impulsive,91
SID000499,BuddyGarrity,independent,79
SID000499,CoachTaylor,independent,75
SID000499,JasonStreet,independent,50
SID000499,JulieTaylor,independent,89
SID000499,LandryClarke,independent,27
SID000499,LylaGarrity,independent,32
SID000499,MattSaracen,independent,56
SID000499,SmashWilliams,independent,100
SID000499,TamiTaylor,independent,81
SID000499,TimRiggins,independent,100
SID000499,TyraCollette,independent,100
SID000499,BuddyGarrity,intelligent,74
SID000499,CoachTaylor,intelligent,74
SID000499,JasonStreet,intelligent,84
SID000499,JulieTaylor,intelligent,87
SID000499,LandryClarke,intelligent,13
SID000499,LylaGarrity,intelligent,26
SID000499,MattSaracen,intelligent,100
SID000499,SmashWilliams,intelligent,62
SID000499,TamiTaylor,intelligent,15
SID000499,TimRiggins,intelligent,9
SID000499,TyraCollette,intelligent,32
SID000499,BuddyGarrity,outgoing,84
SID000499,CoachTaylor,outgoing,65
SID000499,JasonStreet,outgoing,84
SID000499,JulieTaylor,outgoing,67
SID000499,LandryClarke,outgoing,28
SID000499,LylaGarrity,outgoing,75
SID000499,MattSaracen,outgoing,39
SID000499,SmashWilliams,outgoing,94
SID000499,TamiTaylor,outgoing,26
SID000499,TimRiggins,outgoing,6
SID000499,TyraCollette,outgoing,74
SID000499,BuddyGarrity,romantic,0
SID000499,CoachTaylor,romantic,13
SID000499,JasonStreet,romantic,90
SID000499,JulieTaylor,romantic,25
SID000499,LandryClarke,romantic,20
SID000499,LylaGarrity,romantic,76
SID000499,MattSaracen,romantic,26
SID000499,SmashWilliams,romantic,21
SID000499,TamiTaylor,romantic,21
SID000499,TimRiggins,romantic,0
SID000499,TyraCollette,romantic,16
SID000499,BuddyGarrity,stubborn,88
SID000499,CoachTaylor,stubborn,24
SID000499,JasonStreet,stubborn,51
SID000499,JulieTaylor,stubborn,19
SID000499,LandryClarke,stubborn,64
SID000499,LylaGarrity,stubborn,74
SID000499,MattSaracen,stubborn,41
SID000499,SmashWilliams,stubborn,83
SID000499,TamiTaylor,stubborn,25
SID000499,TimRiggins,stubborn,100
SID000499,TyraCollette,stubborn,72
SID000499,BuddyGarrity,trustworthy,1
SID000499,CoachTaylor,trustworthy,83
SID000499,JasonStreet,trustworthy,87
SID000499,JulieTaylor,trustworthy,82
SID000499,LandryClarke,trustworthy,34
SID000499,LylaGarrity,trustworthy,31
SID000499,MattSaracen,trustworthy,89
SID000499,SmashWilliams,trustworthy,50
SID000499,TamiTaylor,trustworthy,95
SID000499,TimRiggins,trustworthy,17
SID000499,TyraCollette,trustworthy,8
SID000584,BuddyGarrity,annoy,92
SID000584,CoachTaylor,annoy,20
SID000584,JasonStreet,annoy,15
SID000584,JulieTaylor,annoy,82
SID000584,LandryClarke,annoy,0
SID000584,LylaGarrity,annoy,56
SID000584,MattSaracen,annoy,13
SID000584,SmashWilliams,annoy,30
SID000584,TamiTaylor,annoy,0
SID000584,TimRiggins,annoy,54
SID000584,TyraCollette,annoy,60
SID000584,BuddyGarrity,appearance,83
SID000584,CoachTaylor,appearance,82
SID000584,JasonStreet,appearance,73
SID000584,JulieTaylor,appearance,81
SID000584,LandryClarke,appearance,39
SID000584,LylaGarrity,appearance,71
SID000584,MattSaracen,appearance,76
SID000584,SmashWilliams,appearance,100
SID000584,TamiTaylor,appearance,92
SID000584,TimRiggins,appearance,67
SID000584,TyraCollette,appearance,84
SID000584,BuddyGarrity,attractive,0
SID000584,CoachTaylor,attractive,65
SID000584,JasonStreet,attractive,59
SID000584,JulieTaylor,attractive,73
SID000584,LandryClarke,attractive,32
SID000584,LylaGarrity,attractive,88
SID000584,MattSaracen,attractive,73
SID000584,SmashWilliams,attractive,73
SID000584,TamiTaylor,attractive,76
SID000584,TimRiggins,attractive,61
SID000584,TyraCollette,attractive,67
SID000584,BuddyGarrity,brag,81
SID000584,CoachTaylor,brag,60
SID000584,JasonStreet,brag,58
SID000584,JulieTaylor,brag,50
SID000584,LandryClarke,brag,20
SID000584,LylaGarrity,brag,39
SID000584,MattSaracen,brag,0
SID000584,SmashWilliams,brag,100
SID000584,TamiTaylor,brag,22
SID000584,TimRiggins,brag,66
SID000584,TyraCollette,brag,60
SID000584,BuddyGarrity,charismatic,59
SID000584,CoachTaylor,charismatic,82
SID000584,JasonStreet,charismatic,59
SID000584,JulieTaylor,charismatic,83
SID000584,LandryClarke,charismatic,68
SID000584,LylaGarrity,charismatic,85
SID000584,MattSaracen,charismatic,95
SID000584,SmashWilliams,charismatic,82
SID000584,TamiTaylor,charismatic,80
SID000584,TimRiggins,charismatic,41
SID000584,TyraCollette,charismatic,68
SID000584,BuddyGarrity,empathy,37
SID000584,CoachTaylor,empathy,78
SID000584,JasonStreet,empathy,75
SID000584,JulieTaylor,empathy,64
SID000584,LandryClarke,empathy,73
SID000584,LylaGarrity,empathy,100
SID000584,MattSaracen,empathy,77
SID000584,SmashWilliams,empathy,45
SID000584,TamiTaylor,empathy,95
SID000584,TimRiggins,empathy,41
SID000584,TyraCollette,empathy,70
SID000584,BuddyGarrity,funny,68
SID000584,CoachTaylor,funny,77
SID000584,JasonStreet,funny,67
SID000584,JulieTaylor,funny,17
SID000584,LandryClarke,funny,100
SID000584,LylaGarrity,funny,63
SID000584,MattSaracen,funny,81
SID000584,SmashWilliams,funny,69
SID000584,TamiTaylor,funny,63
SID000584,TimRiggins,funny,44
SID000584,TyraCollette,funny,39
SID000584,BuddyGarrity,hardworking,81
SID000584,CoachTaylor,hardworking,100
SID000584,JasonStreet,hardworking,68
SID000584,JulieTaylor,hardworking,67
SID000584,LandryClarke,hardworking,72
SID000584,LylaGarrity,hardworking,72
SID000584,MattSaracen,hardworking,91
SID000584,SmashWilliams,hardworking,85
SID000584,TamiTaylor,hardworking,98
SID000584,TimRiggins,hardworking,59
SID000584,TyraCollette,hardworking,62
SID000584,BuddyGarrity,impulsive,89
SID000584,CoachTaylor,impulsive,70
SID000584,JasonStreet,impulsive,61
SID000584,JulieTaylor,impulsive,50
SID000584,LandryClarke,impulsive,18
SID000584,LylaGarrity,impulsive,70
SID000584,MattSaracen,impulsive,72
SID000584,SmashWilliams,impulsive,93
SID000584,TamiTaylor,impulsive,23
SID000584,TimRiggins,impulsive,84
SID000584,TyraCollette,impulsive,66
SID000584,BuddyGarrity,independent,76
SID000584,CoachTaylor,independent,100
SID000584,JasonStreet,independent,56
SID000584,JulieTaylor,independent,77
SID000584,LandryClarke,independent,80
SID000584,LylaGarrity,independent,66
SID000584,MattSaracen,independent,77
SID000584,SmashWilliams,independent,73
SID000584,TamiTaylor,independent,83
SID000584,TimRiggins,independent,59
SID000584,TyraCollette,independent,59
SID000584,BuddyGarrity,intelligent,58
SID000584,CoachTaylor,intelligent,85
SID000584,JasonStreet,intelligent,72
SID000584,JulieTaylor,intelligent,83
SID000584,LandryClarke,intelligent,74
SID000584,LylaGarrity,intelligent,76
SID000584,MattSaracen,intelligent,80
SID000584,SmashWilliams,intelligent,71
SID000584,TamiTaylor,intelligent,89
SID000584,TimRiggins,intelligent,44
SID000584,TyraCollette,intelligent,75
SID000584,BuddyGarrity,outgoing,70
SID000584,CoachTaylor,outgoing,94
SID000584,JasonStreet,outgoing,65
SID000584,JulieTaylor,outgoing,50
SID000584,LandryClarke,outgoing,77
SID000584,LylaGarrity,outgoing,90
SID000584,MattSaracen,outgoing,70
SID000584,SmashWilliams,outgoing,74
SID000584,TamiTaylor,outgoing,100
SID000584,TimRiggins,outgoing,39
SID000584,TyraCollette,outgoing,65
SID000584,BuddyGarrity,romantic,34
SID000584,CoachTaylor,romantic,77
SID000584,JasonStreet,romantic,66
SID000584,JulieTaylor,romantic,50
SID000584,LandryClarke,romantic,7
SID000584,LylaGarrity,romantic,92
SID000584,MattSaracen,romantic,40
SID000584,SmashWilliams,romantic,87
SID000584,TamiTaylor,romantic,85
SID000584,TimRiggins,romantic,46
SID000584,TyraCollette,romantic,50
SID000584,BuddyGarrity,stubborn,78
SID000584,CoachTaylor,stubborn,64
SID000584,JasonStreet,stubborn,60
SID000584,JulieTaylor,stubborn,84
SID000584,LandryClarke,stubborn,27
SID000584,LylaGarrity,stubborn,59
SID000584,MattSaracen,stubborn,78
SID000584,SmashWilliams,stubborn,91
SID000584,TamiTaylor,stubborn,56
SID000584,TimRiggins,stubborn,100
SID000584,TyraCollette,stubborn,69
SID000584,BuddyGarrity,trustworthy,24
SID000584,CoachTaylor,trustworthy,80
SID000584,JasonStreet,trustworthy,68
SID000584,JulieTaylor,trustworthy,50
SID000584,LandryClarke,trustworthy,82
SID000584,LylaGarrity,trustworthy,92
SID000584,MattSaracen,trustworthy,90
SID000584,SmashWilliams,trustworthy,60
SID000584,TamiTaylor,trustworthy,93
SID000584,TimRiggins,trustworthy,42
SID000584,TyraCollette,trustworthy,42
SID000824,BuddyGarrity,annoy,97
SID000824,CoachTaylor,annoy,11
SID000824,JasonStreet,annoy,30
SID000824,JulieTaylor,annoy,68
SID000824,LandryClarke,annoy,16
SID000824,LylaGarrity,annoy,57
SID000824,MattSaracen,annoy,24
SID000824,SmashWilliams,annoy,86
SID000824,TamiTaylor,annoy,25
SID000824,TimRiggins,annoy,18
SID000824,TyraCollette,annoy,72
SID000824,BuddyGarrity,appearance,86
SID000824,CoachTaylor,appearance,66
SID000824,JasonStreet,appearance,63
SID000824,JulieTaylor,appearance,50
SID000824,LandryClarke,appearance,61
SID000824,LylaGarrity,appearance,100
SID000824,MattSaracen,appearance,43
SID000824,SmashWilliams,appearance,100
SID000824,TamiTaylor,appearance,83
SID000824,TimRiggins,appearance,59
SID000824,TyraCollette,appearance,79
SID000824,BuddyGarrity,attractive,0
SID000824,CoachTaylor,attractive,80
SID000824,JasonStreet,attractive,93
SID000824,JulieTaylor,attractive,85
SID000824,LandryClarke,attractive,50
SID000824,LylaGarrity,attractive,99
SID000824,MattSaracen,attractive,62
SID000824,SmashWilliams,attractive,59
SID000824,TamiTaylor,attractive,97
SID000824,TimRiggins,attractive,87
SID000824,TyraCollette,attractive,97
SID000824,BuddyGarrity,brag,95
SID000824,CoachTaylor,brag,55
SID000824,JasonStreet,brag,67
SID000824,JulieTaylor,brag,50
SID000824,LandryClarke,brag,86
SID000824,LylaGarrity,brag,76
SID000824,MattSaracen,brag,0
SID000824,SmashWilliams,brag,99
SID000824,TamiTaylor,brag,11
SID000824,TimRiggins,brag,38
SID000824,TyraCollette,brag,72
SID000824,BuddyGarrity,charismatic,71
SID000824,CoachTaylor,charismatic,87
SID000824,JasonStreet,charismatic,93
SID000824,JulieTaylor,charismatic,50
SID000824,LandryClarke,charismatic,24
SID000824,LylaGarrity,charismatic,93
SID000824,MattSaracen,charismatic,63
